group,dipole_total
data_135216,4.576124
data_135217,3.7818089
data_135218,4.340308
data_135219,2.446821
data_13522,3.6769538
data_135220,3.3756683
data_135221,5.2504535
data_135222,6.976017
data_135223,6.550796
data_135224,6.5045877
data_135225,5.238534
data_135226,6.127652
data_135227,4.0360975
data_135228,3.2366776
data_135229,5.1878676
data_13523,4.4951158
data_135230,5.500454
data_135231,5.993524
data_135232,6.8960657
data_135233,6.135813
data_135234,1.9733726
data_135235,6.028517
data_135236,4.915357
data_135237,5.5155296
data_135238,2.689364
data_135239,3.107352
data_13524,4.0252466
data_135240,4.1579876
data_135241,4.8302007
data_135242,4.983408
data_135243,5.751566
data_135244,5.867088
data_135245,4.255978
data_135246,1.9715675
data_135247,4.2524395
data_135248,2.1951883
data_135249,1.3825593
data_13525,6.3179893
data_135250,0.96907985
data_135251,2.0642953
data_135252,3.3902278
data_135253,3.6261146
data_135254,4.136064
data_135255,5.8898616
data_135256,5.383285
data_135257,9.529327
data_135258,9.617606
data_135259,6.5565014
data_13526,4.788338
data_135260,7.3658457
data_135261,5.421993
data_135262,4.339564
data_135263,5.346554
data_135264,4.7203445
data_135265,2.094869
data_135266,4.588062
data_135267,4.016386
data_135268,6.027714
data_135269,5.677637
data_13527,4.578885
data_135270,6.962354
data_135271,4.784478
data_135272,5.702999
data_135273,3.9550111
data_135274,2.7398736
data_135275,6.147233
data_135276,4.1802073
data_135277,5.458173
data_135278,6.3731933
data_135279,5.418485
data_13528,4.8443565
data_135280,7.887593
data_135281,1.7577211
data_135282,4.8072824
data_135283,5.294712
data_135284,5.1842184
data_135285,2.437434
data_135286,1.5758909
data_135287,8.474561
data_135288,8.251608
data_135289,2.190445
data_13529,3.9255352
data_135290,4.124384
data_135291,0.8210522
data_135292,3.4279943
data_135293,5.391185
data_135294,3.5165102
data_135295,3.4891875
data_135296,4.408747
data_135297,5.305937
data_135298,5.3144193
data_135299,4.947931
data_13530,2.0836802
data_135300,5.4413514
data_135301,3.1721716
data_135302,7.4555483
data_135303,7.5104337
data_135304,2.3502831
data_135305,4.950547
data_135306,5.6384406
data_135307,3.746431
data_135308,3.5575445
data_135309,4.5954914
data_13531,3.4263716
data_135310,7.901113
data_135311,7.281845
data_135312,7.054651
data_135313,5.001887
data_135314,7.51754
data_135315,5.222314
data_135316,7.7471538
data_135317,3.39879
data_135318,5.694989
data_135319,4.2633257
data_13532,3.8756166
data_135320,4.141084
data_135321,1.4369335
data_135322,4.7956524
data_135323,4.34606
data_135324,5.143092
data_135325,4.1821923
data_135326,2.7201858
data_135327,7.400422
data_135328,5.934908
data_135329,7.919619
data_13533,5.212714
data_135330,6.8509955
data_135331,4.000889
data_135332,3.1346123
data_135333,2.28958
data_135334,7.104327
data_135335,6.7666116
data_135336,3.0145073
data_135337,5.8075852
data_135338,4.755626
data_135339,4.030227
data_13534,4.980733
data_135340,1.4077983
data_135341,8.748527
data_135342,7.8706427
data_135343,3.374324
data_135344,3.1769524
data_135345,4.9976544
data_135346,3.89648
data_135347,2.37293
data_135348,6.335489
data_135349,4.858372
data_13535,6.294887
data_135350,6.1974883
data_135351,4.4824667
data_135352,3.0772681
data_135353,4.868236
data_135354,5.906901
data_135355,2.2692072
data_135356,2.8660436
data_135357,1.6451218
data_135358,1.9573586
data_135359,2.6492956
data_13536,4.2856927
data_135360,4.07662
data_135361,1.4820746
data_135362,3.6513944
data_135363,4.0214868
data_135364,2.302413
data_135365,3.284672
data_135366,2.0298257
data_135367,1.3532138
data_135368,3.466969
data_135369,2.528343
data_13537,3.2235167
data_135370,5.633097
data_135371,5.343589
data_135372,4.807199
data_135373,5.452461
data_135374,4.2635264
data_135375,2.6699297
data_135376,2.1515124
data_135377,3.8408022
data_135378,5.586392
data_135379,6.7727833
data_13538,5.397348
data_135380,5.8139377
data_135381,4.906801
data_135382,4.934809
data_135383,3.4097574
data_135384,4.336785
data_135385,4.9905252
data_135386,2.6010625
data_135387,6.024205
data_135388,5.2458477
data_135389,3.2619357
data_13539,2.3620114
data_135390,4.4287467
data_135391,1.7746875
data_135392,5.993277
data_135393,4.276449
data_135394,7.2783093
data_135395,5.9259324
data_135396,1.8398095
data_135397,1.9709191
data_135398,2.6346643
data_135399,0.67468315
data_1354,0.10539291
data_13540,5.7058434
data_135400,2.0840847
data_135401,3.3988411
data_135402,3.329658
data_135403,5.34702
data_135404,2.743274
data_135405,2.1571386
data_135406,1.0964389
data_135407,1.4281607
data_135408,1.7357368
data_135409,4.1995344
data_13541,2.792753
data_135410,4.5473943
data_135411,3.7728498
data_135412,1.657628
data_135413,3.4265897
data_135414,2.2635822
data_135415,3.3121023
data_135416,1.0762542
data_135417,0.91391456
data_135418,0.99291164
data_135419,2.6248012
data_135420,4.9577065
data_135421,3.3863554
data_135422,1.5336341
data_135423,1.1460673
data_135424,2.8041027
data_135425,1.6456943
data_135426,1.4855171
data_135427,2.0182319
data_135428,4.297741
data_135429,4.9586
data_13543,3.1506188
data_135430,2.1188228
data_135431,2.501125
data_135432,0.70028883
data_135433,3.331931
data_135434,2.8818285
data_135435,0.9644579
data_135436,2.8056817
data_135437,0.5112276
data_135438,4.942465
data_135439,3.19523
data_13544,4.978805
data_135440,4.0698256
data_135441,4.908977
data_135442,2.0276916
data_135443,1.9245604
data_135444,2.3642774
data_135445,2.6656113
data_135446,4.730973
data_135447,3.8944924
data_135448,0.7729696
data_135449,3.2992606
data_13545,5.086732
data_135450,2.5273826
data_135451,1.3865027
data_135452,1.9460473
data_135453,0.67519087
data_135454,3.9148097
data_135455,3.3102715
data_135456,1.6035639
data_135457,1.9601866
data_135458,0.96459013
data_135459,4.5641613
data_13546,5.0068874
data_135460,2.1709843
data_135461,3.8010929
data_135462,4.202116
data_135463,3.134101
data_135464,2.0615566
data_135465,1.7659613
data_135466,5.4282312
data_135467,1.508147
data_135468,4.0008297
data_135469,2.6848757
data_13547,3.5454772
data_135470,3.053063
data_135471,6.3546906
data_135472,4.922205
data_135473,5.483494
data_135474,6.374139
data_135475,0.5881976
data_135476,1.550533
data_135477,1.9478923
data_135478,1.1813391
data_135479,0.6270285
data_13548,3.2936037
data_135480,4.388266
data_135481,4.683983
data_135482,2.8430283
data_135483,3.90435
data_135484,2.339918
data_135485,4.178985
data_135486,4.396347
data_135487,0.5559559
data_135488,2.608979
data_135489,5.1456347
data_13549,4.8014655
data_135490,2.9760554
data_135491,2.3441603
data_135492,1.9977812
data_135493,2.5992947
data_135494,2.8679929
data_135495,3.5472174
data_135496,1.0030897
data_135497,2.9624133
data_135498,2.2461836
data_135499,3.1615455
data_13550,4.1684384
data_135500,3.1789212
data_135501,5.208622
data_135502,4.441255
data_135503,5.7259526
data_135504,3.084302
data_135505,6.164051
data_135506,5.4953613
data_135507,5.8802524
data_135508,3.830767
data_135509,2.6468878
data_13551,2.5319915
data_135510,7.021413
data_135511,4.242544
data_135512,4.219972
data_135513,6.49136
data_135514,3.282589
data_135515,5.190327
data_135516,1.9299433
data_135517,4.7956247
data_135518,3.8608732
data_135519,2.1777205
data_13552,6.5702314
data_135520,2.9670362
data_135521,3.8335662
data_135522,4.6576843
data_135523,7.3876123
data_135524,5.561286
data_135525,5.862922
data_135526,5.5880017
data_135527,5.289318
data_135528,0.9765345
data_135529,6.729073
data_13553,4.9377704
data_135530,3.148348
data_135531,1.7716818
data_135532,1.0073615
data_135533,4.7241755
data_135534,3.3698616
data_135535,4.2128277
data_135536,3.2237833
data_135537,6.773381
data_135538,3.7447422
data_135539,1.6438633
data_13554,3.6461656
data_135540,4.8393555
data_135541,4.142432
data_135542,2.6291692
data_135543,1.3476386
data_135544,1.9598105
data_135545,4.9392085
data_135546,2.0156004
data_135547,1.0121162
data_135548,2.533133
data_135549,1.8273592
data_13555,7.22126
data_135550,3.9473546
data_135551,5.609265
data_135552,2.5561178
data_135553,4.224127
data_135554,3.5984924
data_135555,1.5801654
data_135556,2.04379
data_135557,3.7556832
data_135558,5.5256586
data_135559,6.329391
data_13556,6.571014
data_135560,4.3324475
data_135561,3.5101244
data_135562,4.0505943
data_135563,3.402605
data_135564,3.8978386
data_135565,2.2610826
data_135566,4.586871
data_135567,3.7675545
data_135568,1.5339899
data_135569,3.456231
data_13557,3.458848
data_135570,3.1524746
data_135571,3.154175
data_135572,1.1305511
data_135573,2.73394
data_135574,1.4506642
data_135575,1.9392728
data_135576,1.8936579
data_135577,2.5905955
data_135578,2.6128218
data_135579,3.804351
data_13558,2.9930794
data_135580,4.1111875
data_135581,6.5427456
data_135582,5.0835576
data_135583,3.2071195
data_135584,5.8760886
data_135585,2.6796625
data_135586,0.72973835
data_135587,4.337357
data_135588,6.1511164
data_135589,3.3771172
data_13559,4.157243
data_135590,7.159039
data_135591,1.6743672
data_135592,4.9143944
data_135593,2.8662026
data_135594,1.3455453
data_135595,5.3114176
data_135596,3.3155758
data_135597,5.0176992
data_135598,2.8925147
data_135599,3.92444
data_13560,3.4221454
data_135600,2.523581
data_135601,5.150899
data_135602,5.900364
data_135603,2.4227724
data_135604,4.0219507
data_135605,4.7091823
data_135606,4.408091
data_135607,2.6251915
data_135608,6.0139227
data_135609,4.6256733
data_13561,4.9276805
data_135610,3.6185331
data_135611,5.7255144
data_135612,4.296772
data_135613,2.1206064
data_135614,5.4725604
data_135615,2.8832283
data_135616,5.2812533
data_135617,3.5406876
data_135618,2.2003706
data_135619,2.0733445
data_13562,3.303254
data_135620,1.5019858
data_135621,3.1687264
data_135622,2.1059961
data_135623,2.1147776
data_135624,5.9073234
data_135625,2.9839537
data_135626,3.690255
data_135627,4.6448064
data_135628,5.946987
data_135629,5.6512823
data_13563,8.513668
data_135630,1.568229
data_135631,2.9508636
data_135632,3.0299063
data_135633,0.4299279
data_135634,3.0341349
data_135635,5.3512144
data_135636,4.868493
data_135637,2.582887
data_135638,4.082391
data_135639,2.0234885
data_13564,6.7527094
data_135640,5.237426
data_135641,1.3010303
data_135642,3.6538472
data_135643,4.830631
data_135644,3.4441473
data_135645,1.6691875
data_135646,2.0345943
data_135647,2.7409136
data_135648,3.32764
data_135649,2.7758417
data_13565,8.828617
data_135650,1.2211612
data_135651,2.6727624
data_135652,2.7113366
data_135653,1.3622985
data_135654,3.7943316
data_135655,2.2281892
data_135656,5.422223
data_135657,2.7090163
data_135658,2.5778809
data_135659,5.4863124
data_13566,3.3322153
data_135660,1.9297444
data_135661,7.6088195
data_135662,4.1321716
data_135663,0.35793525
data_135664,2.304562
data_135665,5.1487746
data_135666,2.5637453
data_135667,2.377087
data_135668,5.1053452
data_135669,2.3415062
data_13567,6.152384
data_135670,4.210571
data_135671,1.8455895
data_135672,2.7854338
data_135673,2.368686
data_135674,3.197359
data_135675,3.160258
data_135676,4.905057
data_135677,4.1163173
data_135678,3.42899
data_135679,4.548032
data_13568,6.6875267
data_135680,2.8201334
data_135681,7.658085
data_135682,3.7191665
data_135683,0.3710088
data_135684,1.1513412
data_135685,2.5054317
data_135686,3.5110924
data_135687,1.8552169
data_135688,3.3575745
data_135689,3.1826916
data_13569,4.334491
data_135690,2.8396938
data_135691,7.5401964
data_135692,2.6478865
data_135693,7.593697
data_135694,1.0078925
data_135695,2.780271
data_135696,1.3399518
data_135697,3.914544
data_135698,1.2829669
data_135699,3.020791
data_13570,6.6172805
data_135700,1.4765692
data_135701,2.9108646
data_135702,4.157834
data_135703,3.3903105
data_135704,3.3774188
data_135705,3.0724726
data_135706,5.0837336
data_135707,4.5101557
data_135708,4.0243554
data_135709,4.320067
data_13571,7.9253154
data_135710,6.1649737
data_135711,5.024873
data_135712,3.186567
data_135713,4.7454715
data_135714,4.255636
data_135715,1.9409127
data_135716,3.3033662
data_135717,1.5279359
data_135718,2.117878
data_135719,1.9397137
data_13572,3.7719347
data_135720,2.662581
data_135721,3.0557125
data_135722,4.9069924
data_135723,4.27445
data_135724,1.2298431
data_135725,3.1497283
data_135726,4.6031995
data_135727,7.654119
data_135728,4.8351135
data_135729,1.8852129
data_13573,5.3036623
data_135730,4.087395
data_135731,3.295669
data_135732,4.3280005
data_135733,6.278288
data_135734,3.590226
data_135735,0.57926464
data_135736,2.0010967
data_135737,1.2475492
data_135738,3.238486
data_135739,4.3343215
data_13574,8.505369
data_135740,4.689036
data_135741,1.717076
data_135742,3.212697
data_135743,1.8634918
data_135744,4.782169
data_135745,7.268639
data_135746,4.5145965
data_135747,3.057288
data_135748,5.163563
data_135749,5.6882105
data_13575,4.219585
data_135750,6.0103655
data_135751,5.6914816
data_135752,4.609041
data_135753,1.7240747
data_135754,1.4345053
data_135755,2.3475258
data_135756,4.788724
data_135757,2.6517663
data_135758,6.502292
data_135759,3.027865
data_13576,4.7553782
data_135760,2.1537516
data_135761,2.4311085
data_135762,1.9584781
data_135763,3.8067968
data_135764,2.8060067
data_135765,2.438469
data_135766,1.5471424
data_135767,3.5785534
data_135768,4.3110685
data_135769,1.9877222
data_13577,5.506715
data_135770,2.5180247
data_135771,1.4847105
data_135772,2.8070214
data_135773,2.5583274
data_135774,0.76682925
data_135775,0.0
data_135776,1.6588919
data_135777,2.257323
data_135778,4.3807745
data_135779,8.393928
data_13578,6.444158
data_135780,1.0351771
data_135781,2.95848
data_135782,8.467639
data_135783,2.5464804
data_135784,3.585494
data_135785,5.9577465
data_135786,4.6848598
data_135787,6.40022
data_135788,6.228849
data_135789,1.9562732
data_13579,4.48955
data_135790,3.939677
data_135791,4.626896
data_135792,5.8845415
data_135793,2.3814018
data_135794,2.7003489
data_135795,2.659258
data_135796,0.54361004
data_135797,4.2097006
data_135798,0.8960221
data_13580,2.0105414
data_135800,3.7937996
data_135801,2.0886574
data_135802,4.2174687
data_135803,2.2204094
data_135804,3.9261887
data_135805,4.712225
data_135806,6.752443
data_135807,4.043528
data_135808,7.3247766
data_135809,5.2380657
data_13581,3.8695924
data_135810,1.4970194
data_135811,1.6429406
data_135812,1.3733207
data_135813,3.6772377
data_135814,1.0784076
data_135815,1.7684139
data_135816,0.7171836
data_135817,0.78292125
data_135818,2.0411782
data_135819,1.703582
data_13582,6.106293
data_135820,2.2295392
data_135821,1.1166685
data_135822,5.362558
data_135823,1.0606567
data_135824,5.1451483
data_135825,3.797694
data_135826,1.5583439
data_135827,1.2652091
data_135828,5.367863
data_135829,4.0973167
data_13583,4.6450834
data_135830,1.8401319
data_135831,2.6943893
data_135832,1.0639796
data_135833,2.8707998
data_135834,6.9913726
data_135835,3.5363426
data_135836,2.041007
data_135837,1.287007
data_135838,1.0833105
data_135839,1.0908158
data_13584,5.751882
data_135840,1.5741801
data_135841,1.8119541
data_135842,3.4199026
data_135843,5.204348
data_135844,0.35682866
data_135845,3.4850569
data_135846,4.719498
data_135847,1.3373001
data_135848,3.8599417
data_135849,2.5034316
data_13585,6.104256
data_135850,1.3064992
data_135851,2.6669304
data_135852,1.4640012
data_135853,3.809166
data_135854,3.943011
data_135855,0.58390385
data_135856,1.4474975
data_135857,2.5982227
data_135858,1.1829917
data_135859,0.37823105
data_13586,7.3563404
data_135860,1.5370766
data_135861,0.20982294
data_135862,0.64316785
data_135863,1.944651
data_135864,2.6580985
data_135865,0.40095785
data_135866,5.3559484
data_135867,4.417678
data_135868,3.0853572
data_135869,0.7917076
data_13587,4.2563624
data_135870,1.3241318
data_135871,1.2373399
data_135872,6.0456953
data_135873,3.938476
data_135874,3.7916543
data_135875,0.91228706
data_135876,1.9059001
data_135877,2.0608888
data_135878,4.2536616
data_135879,1.3427775
data_13588,4.5166616
data_135880,4.0875263
data_135881,3.918206
data_135882,2.2544703
data_135883,1.6608884
data_135884,1.1798148
data_135885,1.1625528
data_135886,2.1328475
data_135887,2.2379372
data_135888,2.04848
data_135889,3.7211542
data_13589,3.7904296
data_135890,2.5474951
data_135891,4.837875
data_135892,1.6188985
data_135893,1.7595133
data_135894,2.3277273
data_135895,2.6187608
data_135896,2.4321408
data_135897,4.228571
data_135898,1.3300915
data_135899,2.6497352
data_13590,4.544215
data_135900,3.6809745
data_135901,1.0472614
data_135902,5.1109324
data_135903,1.7380828
data_135904,3.8943253
data_135905,3.848201
data_135906,2.8429701
data_135907,0.93383676
data_135908,0.5708942
data_135909,1.9488447
data_13591,3.6081777
data_135910,2.8673444
data_135911,3.914208
data_135912,2.943385
data_135913,1.8088535
data_135914,0.0038570766
data_135915,2.7577114
data_135916,1.8700308
data_135917,3.112275
data_135918,4.3681626
data_135919,4.829998
data_13592,6.724793
data_135920,1.9807737
data_135921,1.7445672
data_135922,1.7594498
data_135923,2.921456
data_135924,6.118935
data_135925,6.0461216
data_135926,3.2812383
data_135927,0.63444805
data_135928,4.353637
data_135929,2.4249866
data_13593,2.671287
data_135930,4.474607
data_135931,5.4002857
data_135932,5.71357
data_135933,2.1696064
data_135934,4.798241
data_135935,1.5367225
data_135936,5.1611676
data_135937,4.492315
data_135938,6.0387354
data_135939,4.686783
data_13594,3.1265728
data_135940,5.6067986
data_135941,1.8633883
data_135942,3.5828648
data_135943,2.169883
data_135944,1.3373507
data_135945,3.6763692
data_135946,1.3842033
data_135947,4.3892136
data_135948,2.2645874
data_135949,1.6238933
data_13595,2.7479722
data_135950,4.239229
data_135951,4.7044144
data_135952,2.6600614
data_135953,1.0443461
data_135954,2.9418364
data_135955,2.112184
data_135956,3.1866398
data_135957,1.6001037
data_135958,4.066084
data_135959,3.5192528
data_13596,6.2392936
data_135960,2.2614617
data_135961,3.1107779
data_135962,6.9356937
data_135963,6.979439
data_135964,7.2719655
data_135965,1.1605611
data_135966,6.038632
data_135967,5.578189
data_135968,1.7116897
data_135969,1.8028114
data_13597,7.360875
data_135970,3.8242664
data_135971,2.7861357
data_135972,3.127798
data_135973,3.147004
data_135974,6.4633737
data_135975,1.9360632
data_135976,5.821019
data_135977,3.0607677
data_135978,6.2873516
data_135979,3.2843697
data_13598,1.888926
data_135980,4.279635
data_135981,2.2349586
data_135982,3.6646128
data_135983,5.921159
data_135984,3.6089644
data_135985,1.6550786
data_135986,1.9724947
data_135987,4.6793804
data_135988,2.5682123
data_135989,3.1655056
data_13599,4.5628533
data_135990,5.3514404
data_135991,1.7279025
data_135992,1.9482799
data_135993,1.8948457
data_135994,6.202955
data_135995,1.6109363
data_135996,2.4979398
data_135997,1.4391137
data_135998,1.766389
data_135999,2.5661361
data_136,4.093957
data_1360,1.7632698
data_13600,3.5155513
data_136000,0.5967546
data_136001,1.9771951
data_136002,3.568278
data_136003,3.8157265
data_136004,2.1421208
data_136005,1.6576511
data_136006,3.6248786
data_136007,2.0216422
data_136008,1.3736157
data_136009,3.734733
data_13601,5.5484557
data_136010,3.387246
data_136011,3.4988976
data_136012,2.2286263
data_136013,1.6496311
data_136014,3.3523777
data_136015,3.1964667
data_136016,4.1756663
data_136017,2.2885144
data_136018,3.6300929
data_136019,1.3935527
data_13602,2.9233603
data_136020,1.1521713
data_136021,2.9842837
data_136022,2.1604328
data_136023,3.249111
data_136024,3.2309477
data_136025,4.2993894
data_136026,3.9150343
data_136027,3.7427745
data_136028,1.887345
data_136029,7.397449e-05
data_13603,4.503209
data_136030,3.7347589
data_136031,0.076215796
data_136032,3.4263866
data_136033,0.0013804075
data_136034,3.1481166
data_136035,5.576382
data_136036,1.7701304
data_136037,4.2964907
data_136038,4.3750234
data_136039,3.9961948
data_13604,5.8314466
data_136040,4.3762736
data_136041,4.3440876
data_136042,4.783221
data_136043,1.9242768
data_136044,3.3855648
data_136045,4.152002
data_136046,1.280728
data_136047,5.156923
data_136048,3.5250623
data_136049,5.558077
data_13605,6.231642
data_136050,4.0770144
data_136051,8.035985
data_136052,1.240083
data_136053,4.3067164
data_136054,4.8536205
data_136055,3.4466562
data_136056,3.0039084
data_136057,5.8716774
data_136058,3.6825986
data_136059,3.6882372
data_13606,5.706549
data_136060,1.0204178
data_136061,2.7889946
data_136062,1.7775878
data_136063,3.6495693
data_136064,4.286618
data_136065,1.7935343
data_136066,2.4397874
data_136067,1.5318091
data_136068,1.9500644
data_136069,1.6481842
data_13607,4.94046
data_136070,2.707988
data_136071,6.636079
data_136073,5.382767
data_136074,2.497352
data_136075,1.7746643
data_136076,1.7950311
data_136077,5.1210876
data_136078,5.553391
data_136079,3.8210964
data_13608,10.050186
data_136080,6.4020615
data_136081,3.0028257
data_136082,7.2760344
data_136083,4.74922
data_136084,4.758921
data_136085,4.5966454
data_136086,4.097448
data_136087,2.8065796
data_136088,3.3997726
data_136089,1.5810174
data_13609,4.1871285
data_136090,3.4122381
data_136091,4.9379783
data_136092,0.8662608
data_136093,6.326112
data_136094,7.020428
data_136095,2.7566452
data_136096,5.8949685
data_136097,3.1584141
data_136098,3.4337733
data_136099,4.030079
data_1361,0.0
data_13610,8.9816265
data_136100,3.3101401
data_136101,2.8264854
data_136102,1.8210865
data_136103,3.794366
data_136104,1.9179366
data_136105,0.9025435
data_136106,0.42118353
data_136107,3.4719634
data_136108,3.7114053
data_136109,1.312365
data_13611,4.102029
data_136110,2.2723567
data_136111,0.5326567
data_136112,1.8249702
data_136113,0.35232177
data_136114,2.402413
data_136115,0.43296844
data_136116,4.404774
data_136117,5.0408115
data_136118,1.7646245
data_136119,4.0493784
data_13612,6.09829
data_136120,2.1397905
data_136121,1.3654258
data_136122,2.519937
data_136123,2.7025785
data_136124,3.4959488
data_136125,3.9285657
data_136126,2.3117738
data_136127,2.4088178
data_136128,1.9374719
data_136129,2.4483924
data_13613,6.56656
data_136130,0.37015933
data_136132,3.2163184
data_136134,1.1363772
data_136135,2.9420266
data_136136,2.3046484
data_136137,2.466661
data_136138,4.2620087
data_136139,2.715578
data_13614,10.00799
data_136140,2.4894733
data_136141,3.6081133
data_136142,2.4920685
data_136143,1.2017775
data_136144,3.7302802
data_136145,1.6800973
data_136147,2.7343438
data_136148,5.2014556
data_136149,3.123651
data_13615,2.5292706
data_136150,2.5244565
data_136151,1.4207207
data_136152,1.9414418
data_136153,2.7118042
data_136154,4.4128447
data_136155,1.0112658
data_136156,0.92814237
data_136157,4.789832
data_136158,3.0458612
data_136159,4.117317
data_13616,4.4892073
data_136160,1.6582683
data_136161,2.8903158
data_136162,3.2575545
data_136163,2.826874
data_136164,1.6854538
data_136165,0.18939629
data_136166,1.6341081
data_136167,2.4508853
data_136168,3.5632935
data_136169,3.925737
data_13617,6.420481
data_136170,6.2452984
data_136171,3.7006986
data_136172,3.1009042
data_136173,1.1876945
data_136174,4.7457414
data_136175,4.5541363
data_136176,5.2450542
data_136177,2.0992148
data_136178,4.8543572
data_136179,3.8515363
data_13618,4.1471105
data_136180,3.6940243
data_136181,3.3087757
data_136182,4.866629
data_136183,5.244844
data_136184,0.90933084
data_136185,3.5752437
data_136186,0.9079019
data_136187,2.7870357
data_136188,2.7045772
data_136189,3.515488
data_13619,5.17175
data_136190,2.5840237
data_136191,5.213931
data_136192,1.962222
data_136193,3.185492
data_136194,2.67392
data_136195,2.976338
data_136196,2.6746743
data_136197,1.1832165
data_136198,1.5361278
data_136199,1.2946564
data_13620,2.7961552
data_136200,4.46807
data_136201,3.3714926
data_136202,0.8139865
data_136203,3.4235325
data_136204,2.9090173
data_136205,2.5835295
data_136206,3.5071323
data_136207,5.9298058
data_136208,1.087689
data_136209,2.4170506
data_13621,5.1935363
data_136210,0.65780735
data_136211,2.2929604
data_136212,5.0925384
data_136213,2.1690948
data_136214,2.8644009
data_136215,3.618326
data_136216,3.358306
data_136217,0.85630697
data_136218,4.909832
data_136219,6.072021
data_13622,6.340735
data_136220,4.6821203
data_136221,4.113431
data_136222,3.8211231
data_136223,1.237271
data_136224,1.1068429
data_136225,2.6525853
data_136226,4.8437233
data_136227,6.4842257
data_136228,1.9341187
data_136229,3.8206685
data_13623,5.32695
data_136230,2.358501
data_136231,2.3585012
data_136232,1.842861
data_136233,1.553831
data_136234,3.1100438
data_136235,4.745642
data_136236,2.725379
data_136237,0.72710454
data_136238,4.3937254
data_136239,4.375109
data_13624,5.3747168
data_136240,3.3454368
data_136241,4.1320524
data_136242,3.1281528
data_136243,2.132386
data_136244,1.1053659
data_136245,2.3587506
data_136246,5.338492
data_136247,0.00059708906
data_136248,0.35818243
data_136249,2.339206
data_13625,2.8184385
data_136250,8.024697
data_136251,5.317487
data_136252,0.10474545
data_136253,1.7992003
data_136254,3.655475
data_136255,1.9327229
data_136256,0.99803525
data_136257,3.1892672
data_136258,1.739086
data_136259,3.0562124
data_13626,4.867957
data_136260,2.9301105
data_136261,5.4065247
data_136262,3.407379
data_136263,3.1255646
data_136264,2.065585
data_136265,2.7341785
data_136266,2.5946515
data_136267,3.519707
data_136268,1.5721282
data_136269,5.3804803
data_13627,1.8471651
data_136270,2.8639557
data_136271,1.576215
data_136272,4.8115945
data_136273,3.716244
data_136274,1.8352578
data_136275,2.5040836
data_136276,3.5245695
data_136277,1.3306324
data_136278,2.3773196
data_136279,6.335475
data_13628,2.9714243
data_136280,5.7802324
data_136281,2.372643
data_136282,4.3929152
data_136283,2.606771
data_136284,2.3296165
data_136285,3.6864934
data_136286,4.8614345
data_136287,1.8556471
data_136288,0.51113135
data_136289,1.5495571
data_13629,3.0024939
data_136290,3.3402236
data_136291,2.643317
data_136292,6.1033683
data_136293,3.5002153
data_136294,8.142645
data_136295,4.056095
data_136296,3.624844
data_136297,6.0572777
data_136298,4.576843
data_136299,2.671074
data_1363,3.1707556
data_13630,2.2930717
data_136300,2.2258492
data_136301,0.78247464
data_136302,3.6863236
data_136303,4.285962
data_136304,6.076021
data_136305,4.6589885
data_136306,4.8216305
data_136307,1.8269688
data_136308,2.4910147
data_136309,4.624461
data_13631,1.1211842
data_136310,4.925244
data_136311,3.0617101
data_136312,1.9340943
data_136313,3.1669514
data_136314,3.199571
data_136315,1.4168324
data_136316,3.8532515
data_136317,0.22134455
data_136318,4.9586
data_136319,1.712458
data_13632,3.5306184
data_136320,4.055629
data_136321,2.150449
data_136322,1.2378896
data_136323,2.9368398
data_136324,1.6214274
data_136325,1.3176168
data_136326,3.1380036
data_136327,1.3053439
data_136328,5.6867185
data_136329,3.2579887
data_13633,4.5731354
data_136330,4.001594
data_136331,1.4367925
data_136332,2.4272962
data_136333,5.449778
data_136334,0.28988817
data_136335,5.0103827
data_136336,1.24318
data_136337,0.5614292
data_136338,2.587704
data_136339,1.5511446
data_13634,4.6018615
data_136340,1.9335933
data_136341,4.331323
data_136342,0.23129827
data_136343,2.689618
data_136344,1.3020506
data_136345,3.1581933
data_136346,1.3578265
data_136347,1.5390419
data_136348,3.4253767
data_136349,4.4063387
data_13635,4.4536276
data_136350,3.6047404
data_136351,5.024669
data_136352,2.1164396
data_136353,4.06942
data_136354,2.058709
data_136355,1.0820489
data_136356,4.69103
data_136357,3.9709935
data_136358,4.9689426
data_136359,3.034681
data_136360,7.2805905
data_136361,3.5465674
data_136362,2.5726526
data_136363,1.4324356
data_136364,2.885849
data_136365,0.00010073954
data_136366,2.1183746
data_136367,1.0233436
data_136368,1.1369832
data_136369,3.4063616
data_13637,5.0881457
data_136370,3.4261258
data_136371,3.5385575
data_136372,2.2517486
data_136373,0.5729734
data_136374,4.6986027
data_136375,1.9340962
data_136376,1.9340997
data_136377,3.1236613
data_136378,0.110915765
data_136379,1.5615401
data_13638,2.4268343
data_136380,4.8505673
data_136381,6.289841
data_136382,2.4837716
data_136383,5.2875767
data_136384,5.6563983
data_136385,1.2049365
data_136386,2.6180441
data_136387,3.6479607
data_136388,1.217453
data_136389,2.4419918
data_13639,3.5023263
data_136390,1.853548
data_136391,4.742839
data_136392,1.4563445
data_136393,1.3039004
data_136394,1.5436912
data_136395,0.8048691
data_136396,2.1289558
data_136397,4.781002
data_136398,0.7279134
data_136399,2.0196574
data_1364,3.0122693
data_13640,7.2825456
data_136400,1.2511169
data_136401,4.823569
data_136402,6.7866106
data_136403,3.3810065
data_136404,1.1387439
data_136405,5.3678155
data_136406,3.0083737
